trial,pairs_cond_entropy,singles_cond_entropy,full_singles_cond_entropy,difference,pairs_better_than_sampled,pairs_better_than_full,pairs_features,singles_features
CONFIG,k=6,n_samples=1000,0.067,H(Y)=0.4252,features=1881,trials=100,hsa-mir-1247|hsa-mir-196a-1|hsa-mir-21|hsa-mir-182|hsa-mir-342|hsa-mir-3677,FULL_DATA_SINGLES_FEATURES
87,0.0674,0.0725,0.067,-0.005099999999999993,True,False,hsa-mir-21|hsa-mir-96|hsa-mir-3677|hsa-mir-378a|hsa-mir-196a-2|hsa-mir-335,hsa-mir-139|hsa-mir-21|hsa-mir-96|hsa-mir-196a-2|hsa-mir-378a|hsa-mir-3677
88,0.0595,0.0633,0.067,-0.003799999999999998,True,True,hsa-mir-182|hsa-mir-21|hsa-mir-196a-2|hsa-mir-592|hsa-mir-130a|hsa-mir-200a,hsa-mir-1247|hsa-mir-196a-2|hsa-mir-21|hsa-mir-182|hsa-mir-142|hsa-mir-335
89,0.0615,0.0685,0.067,-0.007000000000000006,True,True,hsa-mir-182|hsa-mir-21|hsa-mir-10b|hsa-mir-342|hsa-mir-196a-2|hsa-mir-3677,hsa-mir-139|hsa-mir-21|hsa-mir-182|hsa-mir-342|hsa-mir-3677|hsa-mir-196a-2
90,0.067,0.0725,0.067,-0.005499999999999991,True,False,hsa-mir-182|hsa-mir-21|hsa-mir-10b|hsa-mir-342|hsa-mir-145|hsa-mir-3677,hsa-mir-1247|hsa-mir-21|hsa-mir-182|hsa-mir-342|hsa-mir-7705|hsa-mir-3677
91,0.0592,0.0678,0.067,-0.008599999999999997,True,True,hsa-mir-182|hsa-mir-21|hsa-mir-190b|hsa-mir-301b|hsa-mir-196a-1|hsa-mir-486-1,hsa-mir-1247|hsa-mir-196a-1|hsa-mir-21|hsa-mir-182|hsa-mir-301b|hsa-mir-190b
92,0.0594,0.0635,0.067,-0.0040999999999999995,True,True,hsa-mir-182|hsa-mir-21|hsa-mir-196a-1|hsa-mir-592|hsa-mir-130a|hsa-mir-200a,hsa-mir-183|hsa-mir-21|hsa-mir-190b|hsa-mir-200a|hsa-mir-301b|hsa-mir-196a-1
93,0.0759,0.0817,0.067,-0.0058,True,False,hsa-mir-182|hsa-mir-21|hsa-mir-1301|hsa-mir-6892|hsa-mir-452|hsa-mir-4638,hsa-mir-1247|hsa-mir-21|hsa-mir-182|hsa-mir-3677|hsa-mir-452|hsa-mir-1258
94,0.0675,0.0665,0.067,0.0010000000000000009,False,False,hsa-mir-183|hsa-mir-21|hsa-mir-33b|hsa-mir-378a|hsa-mir-144|hsa-mir-193a,hsa-mir-183|hsa-mir-21|hsa-mir-190b|hsa-mir-144|hsa-mir-142|hsa-mir-145
95,0.0638,0.077,0.067,-0.013200000000000003,True,True,hsa-mir-1301|hsa-mir-328|hsa-mir-196a-1|hsa-mir-378c|hsa-mir-190b|hsa-mir-301b,hsa-mir-139|hsa-mir-190b|hsa-mir-155|hsa-mir-145|hsa-mir-196a-1|hsa-mir-328
96,0.0605,0.0705,0.067,-0.009999999999999995,True,True,hsa-mir-182|hsa-mir-21|hsa-mir-196a-1|hsa-mir-592|hsa-mir-193a|hsa-mir-665,hsa-mir-139|hsa-mir-21|hsa-mir-182|hsa-mir-196a-1|hsa-mir-592|hsa-mir-155
97,0.0783,0.0687,0.067,0.009599999999999997,False,False,hsa-mir-142|hsa-mir-511|hsa-mir-183|hsa-mir-6892|hsa-mir-196a-1|hsa-mir-7705,hsa-mir-1247|hsa-mir-196a-1|hsa-mir-335|hsa-mir-3677|hsa-mir-10a|hsa-mir-328
98,0.0583,0.0695,0.067,-0.011200000000000009,True,True,hsa-mir-182|hsa-mir-21|hsa-mir-190b|hsa-mir-301b|hsa-mir-144|hsa-mir-193a,hsa-mir-1247|hsa-mir-196a-1|hsa-mir-21|hsa-mir-182|hsa-mir-342|hsa-mir-335
99,0.0733,0.0748,0.067,-0.0015000000000000013,True,False,hsa-mir-10b|hsa-mir-378a|hsa-mir-155|hsa-mir-196a-2|hsa-mir-210|hsa-mir-495,hsa-mir-1247|hsa-mir-196a-2|hsa-mir-452|hsa-mir-155|hsa-mir-183|hsa-mir-326
100,0.0571,0.073,0.067,-0.015899999999999997,True,True,hsa-mir-183|hsa-mir-21|hsa-mir-196a-1|hsa-mir-452|hsa-mir-1301|hsa-mir-328,hsa-mir-139|hsa-mir-21|hsa-mir-183|hsa-mir-196a-1|hsa-mir-452|hsa-mir-328
