n_features,k,n_samples,sample_id,difference
7,6,10000,1699,0.04000000000000001
7,6,10000,1701,0.07999999999999999
7,6,10000,1704,0.03
7,6,10000,1707,0.039999999999999994
7,6,10000,1710,0.020000000000000018
7,6,10000,1715,0.06
7,6,10000,1718,0.009999999999999981
7,6,10000,1719,0.05000000000000002
7,6,10000,1720,0.04999999999999999
7,6,10000,1727,0.01999999999999999
7,6,10000,1731,0.05000000000000002
7,6,10000,1735,0.04000000000000001
7,6,10000,1736,0.03999999999999998
7,6,10000,1748,0.010000000000000009
7,6,10000,1753,0.05000000000000002
7,6,10000,1756,0.04999999999999999
7,6,10000,1758,0.04999999999999999
7,6,10000,1759,0.030000000000000002
7,6,10000,1761,0.06
7,6,10000,1767,0.010000000000000009
7,6,10000,1768,0.03
7,6,10000,1772,0.04999999999999999
7,6,10000,1775,0.04999999999999999
7,6,10000,1776,0.12
7,6,10000,1777,0.03999999999999998
7,6,10000,1780,0.03
7,6,10000,1781,0.02999999999999997
7,6,10000,1783,0.010000000000000009
7,6,10000,1784,0.12000000000000002
7,6,10000,1787,0.04999999999999999
7,6,10000,1788,0.020000000000000018
7,6,10000,1789,0.010000000000000009
7,6,10000,1790,0.03
7,6,10000,1791,0.03
7,6,10000,1792,0.03
7,6,10000,1797,0.03
7,6,10000,1799,0.06
7,6,10000,1801,0.030000000000000027
7,6,10000,1811,0.09
7,6,10000,1814,0.03
7,6,10000,1817,0.03999999999999998
7,6,10000,1818,0.020000000000000018
7,6,10000,1819,0.020000000000000018
7,6,10000,1821,0.03
7,6,10000,1823,0.05
7,6,10000,1825,0.01999999999999999
7,6,10000,1826,0.01999999999999999
7,6,10000,1827,0.08999999999999997
7,6,10000,1830,0.06
7,6,10000,1834,0.05
7,6,10000,1838,0.020000000000000018
7,6,10000,1839,0.020000000000000018
7,6,10000,1840,0.03
7,6,10000,1842,0.010000000000000009
7,6,10000,1843,0.01999999999999999
7,6,10000,1849,0.009999999999999995
7,6,10000,1852,0.08000000000000002
7,6,10000,1853,0.04000000000000001
7,6,10000,1854,0.03999999999999998
7,6,10000,1857,0.01999999999999999
7,6,10000,1860,0.05
7,6,10000,1861,0.12
7,6,10000,1862,0.05000000000000002
7,6,10000,1867,0.06
7,6,10000,1868,0.03
7,6,10000,1871,0.020000000000000004
7,6,10000,1876,0.010000000000000009
7,6,10000,1877,0.020000000000000018
7,6,10000,1879,0.009999999999999981
7,6,10000,1880,0.009999999999999981
7,6,10000,1883,0.020000000000000018
7,6,10000,1884,0.04000000000000001
7,6,10000,1886,0.040000000000000036
7,6,10000,1887,0.03
7,6,10000,1890,0.010000000000000009
7,6,10000,1891,0.01999999999999999
7,6,10000,1895,0.03
7,6,10000,1898,0.009999999999999981
7,6,10000,1901,0.03
7,6,10000,1902,0.009999999999999995
7,6,10000,1904,0.010000000000000009
7,6,10000,1911,0.06
7,6,10000,1915,0.020000000000000018
7,6,10000,1916,0.03
7,6,10000,1917,0.01999999999999999
7,6,10000,1918,0.04999999999999999
7,6,10000,1921,0.03
7,6,10000,1924,0.07
7,6,10000,1926,0.11000000000000001
7,6,10000,1927,0.01999999999999999
7,6,10000,1930,0.07
7,6,10000,1933,0.020000000000000018
7,6,10000,1934,0.06
7,6,10000,1937,0.06
7,6,10000,1938,0.03
7,6,10000,1939,0.01999999999999999
7,6,10000,1942,0.020000000000000018
7,6,10000,1943,0.12000000000000002
7,6,10000,1944,0.06999999999999998
7,6,10000,1945,0.1
7,6,10000,1946,0.01999999999999999
7,6,10000,1949,0.06
7,6,10000,1951,0.04999999999999999
7,6,10000,1956,0.06999999999999998
7,6,10000,1960,0.03
7,6,10000,1961,0.01999999999999999
7,6,10000,1962,0.010000000000000009
7,6,10000,1963,0.04000000000000001
7,6,10000,1965,0.04999999999999999
7,6,10000,1968,0.03
7,6,10000,1971,0.03
7,6,10000,1973,0.03
7,6,10000,1976,0.010000000000000009
7,6,10000,1979,0.07
7,6,10000,1980,0.06
7,6,10000,1981,0.08000000000000002
7,6,10000,1985,0.05000000000000002
7,6,10000,1986,0.03
7,6,10000,1988,0.010000000000000009
7,6,10000,1992,0.06
7,6,10000,1993,0.09000000000000002
7,6,10000,1995,0.07
7,6,10000,1997,0.020000000000000018
7,6,10000,1998,0.04000000000000001
7,6,10000,2001,0.06
7,6,10000,2003,0.04000000000000001
7,6,10000,2005,0.05000000000000002
7,6,10000,2006,0.06999999999999999
