n_features,k,n_samples,ffsi_count,ffsi_rate,avg_difference,std_difference,min_difference,max_difference
7,6,100000,38987,0.38987,0.041813681483571445,0.027981503087093018,0.009999999999999953,0.22
8,7,100000,45442,0.45442,0.05065270014524009,0.03423306774412024,0.009999999999999953,0.26
9,8,100000,47988,0.47988,0.05215866466616654,0.036233315418425276,0.009999999999999898,0.25
10,9,100000,47767,0.47767,0.047109301400548496,0.03317257607680359,0.009999999999999898,0.23000000000000004
